cluster_id,cluster_label,n_tables_in_cluster,table
0,dim | fat | cidadao,43,public.tb_dim_cidadao_pec_grupo
3,atend | agendado | encaminhamento,18,public.tb_atend
3,atend | agendado | encaminhamento,18,public.tb_atend_prof
3,atend | agendado | encaminhamento,18,public.tb_atend_prof_tipo_encam_intrn
3,atend | agendado | encaminhamento,18,public.tb_encaminhamento
3,atend | agendado | encaminhamento,18,public.tb_envio_rnds
3,atend | agendado | encaminhamento,18,public.tb_historico_dados_tags
3,atend | agendado | encaminhamento,18,public.tb_retificacao_atend
3,atend | agendado | encaminhamento,18,public.tb_sessao_sincronizacao
3,atend | agendado | encaminhamento,18,public.tl_agendado
3,atend | agendado | encaminhamento,18,public.tl_atend
3,atend | agendado | encaminhamento,18,public.tl_atend_prof
3,atend | agendado | encaminhamento,18,public.tl_atend_prof_tipo_encam_intrn
3,atend | agendado | encaminhamento,18,public.tl_encaminhamento
4,colesterol | exame | vl,9,public.ta_exame_colesterol_hdl
4,colesterol | exame | vl,9,public.ta_exame_colesterol_ldl
4,colesterol | exame | vl,9,public.ta_exame_colesterol_total
4,colesterol | exame | vl,9,public.tb_exame_colesterol_hdl
4,colesterol | exame | vl,9,public.tb_exame_colesterol_ldl
4,colesterol | exame | vl,9,public.tb_exame_colesterol_total
4,colesterol | exame | vl,9,public.tl_exame_colesterol_hdl
4,colesterol | exame | vl,9,public.tl_exame_colesterol_ldl
4,colesterol | exame | vl,9,public.tl_exame_colesterol_total
5,dim | ordem | identificador,46,public.tb_dim_aleitamento
5,dim | ordem | identificador,46,public.tb_dim_classificacao_risc_enc
5,dim | ordem | identificador,46,public.tb_dim_cuidador
5,dim | ordem | identificador,46,public.tb_dim_dose_frequencia
5,dim | ordem | identificador,46,public.tb_dim_dose_frequencia_medida
5,dim | ordem | identificador,46,public.tb_dim_duracao_tratamento_med
5,dim | ordem | identificador,46,public.tb_dim_etnia
5,dim | ordem | identificador,46,public.tb_dim_frequencia_alimentacao
5,dim | ordem | identificador,46,public.tb_dim_grau_vulnerabilidade
5,dim | ordem | identificador,46,public.tb_dim_grupo_atendimento
5,dim | ordem | identificador,46,public.tb_dim_grupo_cbo
5,dim | ordem | identificador,46,public.tb_dim_identidade_genero
5,dim | ordem | identificador,46,public.tb_dim_local_atendimento
5,dim | ordem | identificador,46,public.tb_dim_nacionalidade
5,dim | ordem | identificador,46,public.tb_dim_pic
5,dim | ordem | identificador,46,public.tb_dim_povo_comunidad_trad
5,dim | ordem | identificador,46,public.tb_dim_procedencia_origem
5,dim | ordem | identificador,46,public.tb_dim_raca_cor
5,dim | ordem | identificador,46,public.tb_dim_racionalidade_saude
5,dim | ordem | identificador,46,public.tb_dim_sexo
5,dim | ordem | identificador,46,public.tb_dim_tempo_morador_rua
5,dim | ordem | identificador,46,public.tb_dim_tipo_abastecimento_agua
5,dim | ordem | identificador,46,public.tb_dim_tipo_acesso_domicilio
5,dim | ordem | identificador,46,public.tb_dim_tipo_atendimento
5,dim | ordem | identificador,46,public.tb_dim_tipo_atividade
5,dim | ordem | identificador,46,public.tb_dim_tipo_condicao_peso
5,dim | ordem | identificador,46,public.tb_dim_tipo_consulta_odonto
5,dim | ordem | identificador,46,public.tb_dim_tipo_destino_lixo
5,dim | ordem | identificador,46,public.tb_dim_tipo_domicilio
5,dim | ordem | identificador,46,public.tb_dim_tipo_elegibilidade
5,dim | ordem | identificador,46,public.tb_dim_tipo_endereco
5,dim | ordem | identificador,46,public.tb_dim_tipo_escoamento_sanitar
5,dim | ordem | identificador,46,public.tb_dim_tipo_escolaridade
5,dim | ordem | identificador,46,public.tb_dim_tipo_ficha
5,dim | ordem | identificador,46,public.tb_dim_tipo_glicemia
5,dim | ordem | identificador,46,public.tb_dim_tipo_imovel
5,dim | ordem | identificador,46,public.tb_dim_tipo_logradouro
5,dim | ordem | identificador,46,public.tb_dim_tipo_material_parede
5,dim | ordem | identificador,46,public.tb_dim_tipo_origem
5,dim | ordem | identificador,46,public.tb_dim_tipo_origem_energ_elet
5,dim | ordem | identificador,46,public.tb_dim_tipo_participacao_atend
5,dim | ordem | identificador,46,public.tb_dim_tipo_renda_familiar
5,dim | ordem | identificador,46,public.tb_dim_tipo_saida_cadastro
5,dim | ordem | identificador,46,public.tb_dim_tipo_tratamento_agua
5,dim | ordem | identificador,46,public.tb_dim_turno
5,dim | ordem | identificador,46,public.tb_dim_via_administracao
6,logradouro | bairro | nu,15,public.ta_prof
6,logradouro | bairro | nu,15,public.ta_unidade_saude
6,logradouro | bairro | nu,15,public.tb_bairro
6,logradouro | bairro | nu,15,public.tb_cnes
6,logradouro | bairro | nu,15,public.tb_dsei
6,logradouro | bairro | nu,15,public.tb_localidade
6,logradouro | bairro | nu,15,public.tb_logradouro
6,logradouro | bairro | nu,15,public.tb_polo_base
6,logradouro | bairro | nu,15,public.tb_prof
6,logradouro | bairro | nu,15,public.tb_subtipo_unidade_saude
6,logradouro | bairro | nu,15,public.tb_tipo_logradouro
6,logradouro | bairro | nu,15,public.tb_tipo_unidade_saude
6,logradouro | bairro | nu,15,public.tb_unidade_saude
6,logradouro | bairro | nu,15,public.tl_prof
6,logradouro | bairro | nu,15,public.tl_unidade_saude
7,ficha | cds | origem,23,public.rl_cds_ficha_atend_indivdl_prf
7,ficha | cds | origem,23,public.rl_historico_cabecalho
7,ficha | cds | origem,23,public.ta_cidadao_vinculacao_equipe
7,ficha | cds | origem,23,public.tb_cds_ficha_atend_domiciliar
7,ficha | cds | origem,23,public.tb_cds_ficha_atend_individual
7,ficha | cds | origem,23,public.tb_cds_ficha_atend_odonto
7,ficha | cds | origem,23,public.tb_cds_ficha_consumo_alimentar
7,ficha | cds | origem,23,public.tb_cds_ficha_proced
7,ficha | cds | origem,23,public.tb_cds_ficha_vacinacao
7,ficha | cds | origem,23,public.tb_cds_ficha_visita_domiciliar
7,ficha | cds | origem,23,public.tb_cds_prof
7,ficha | cds | origem,23,public.tb_cds_tipo_origem
7,ficha | cds | origem,23,public.tb_cidadao_vinculacao_equipe
7,ficha | cds | origem,23,public.tl_cds_ficha_atend_domiciliar
7,ficha | cds | origem,23,public.tl_cds_ficha_atend_indivdl_prf
7,ficha | cds | origem,23,public.tl_cds_ficha_atend_individual
7,ficha | cds | origem,23,public.tl_cds_ficha_atend_odonto
7,ficha | cds | origem,23,public.tl_cds_ficha_consumo_alimentar
7,ficha | cds | origem,23,public.tl_cds_ficha_proced
7,ficha | cds | origem,23,public.tl_cds_ficha_vacinacao
7,ficha | cds | origem,23,public.tl_cds_ficha_visita_domiciliar
7,ficha | cds | origem,23,public.tl_cds_prof
7,ficha | cds | origem,23,public.tl_cidadao_vinculacao_equipe
8,auditoria | videochamada | dt,14,public.rl_respostamca_opcaomca
8,auditoria | videochamada | dt,14,public.ta_cfg_certificado
8,auditoria | videochamada | dt,14,public.ta_compartilhamento_prontuario
8,auditoria | videochamada | dt,14,public.ta_config_sistema
8,auditoria | videochamada | dt,14,public.ta_modelo_personalizado
8,auditoria | videochamada | dt,14,public.ta_respostamca_opcaomca
8,auditoria | videochamada | dt,14,public.ta_tecido_mole_lesao
8,auditoria | videochamada | dt,14,public.ta_territorio_cidadao_erro
8,auditoria | videochamada | dt,14,public.ta_videochamada
8,auditoria | videochamada | dt,14,public.tb_cfg_certificado
8,auditoria | videochamada | dt,14,public.tb_config_sistema
8,auditoria | videochamada | dt,14,public.tb_importacao_cnes
8,auditoria | videochamada | dt,14,public.tb_modelo_personalizado
8,auditoria | videochamada | dt,14,public.tb_videochamada
9,status | atend | no,11,public.tb_acomp_cidadaos_vinc_prcs
9,status | atend | no,11,public.tb_lista_espera_tipo_atend
9,status | atend | no,11,public.tb_notificacao_status
9,status | atend | no,11,public.tb_status_assinatura
9,status | atend | no,11,public.tb_status_atend
9,status | atend | no,11,public.tb_status_atend_prof
9,status | atend | no,11,public.tb_status_cuidado_compartilhad
9,status | atend | no,11,public.tb_status_revisao_atend
9,status | atend | no,11,public.tb_tipo_atend
9,status | atend | no,11,public.tb_tipo_config_atend_domicilir
9,status | atend | no,11,public.tb_tipo_participacao_atend
10,exame | requisitado | co,33,public.rl_cds_atend_individual_exame
10,exame | requisitado | co,33,public.rl_proced_exame_detalhe
10,exame | requisitado | co,33,public.rl_proced_grupo_exame
10,exame | requisitado | co,33,public.ta_exame_clearance_creatina
10,exame | requisitado | co,33,public.ta_exame_creatina_serica
10,exame | requisitado | co,33,public.ta_exame_hemoglobina_glicada
10,exame | requisitado | co,33,public.ta_exame_prenatal
10,exame | requisitado | co,33,public.ta_exame_puericultura
10,exame | requisitado | co,33,public.ta_exame_requisitado
10,exame | requisitado | co,33,public.ta_exame_triglicerideos
10,exame | requisitado | co,33,public.ta_requisicao_exame
10,exame | requisitado | co,33,public.tb_dim_zika_tipo_exame
10,exame | requisitado | co,33,public.tb_exame_clearance_creatina
10,exame | requisitado | co,33,public.tb_exame_creatina_serica
10,exame | requisitado | co,33,public.tb_exame_detalhe
10,exame | requisitado | co,33,public.tb_exame_hemoglobina_glicada
10,exame | requisitado | co,33,public.tb_exame_prenatal
10,exame | requisitado | co,33,public.tb_exame_puericultura
10,exame | requisitado | co,33,public.tb_exame_requisitado
10,exame | requisitado | co,33,public.tb_exame_triglicerideos
10,exame | requisitado | co,33,public.tb_ficha_zika_tipo_exame
10,exame | requisitado | co,33,public.tb_grupo_exame
10,exame | requisitado | co,33,public.tb_proced_exame_especifico
10,exame | requisitado | co,33,public.tb_requisicao_exame
10,exame | requisitado | co,33,public.tb_tipo_exame
10,exame | requisitado | co,33,public.tl_exame_clearance_creatina
10,exame | requisitado | co,33,public.tl_exame_creatina_serica
10,exame | requisitado | co,33,public.tl_exame_hemoglobina_glicada
10,exame | requisitado | co,33,public.tl_exame_prenatal
10,exame | requisitado | co,33,public.tl_exame_puericultura
10,exame | requisitado | co,33,public.tl_exame_requisitado
10,exame | requisitado | co,33,public.tl_exame_triglicerideos
10,exame | requisitado | co,33,public.tl_requisicao_exame
11,visita | medicao | dom,16,public.rl_cds_visita_dom_motivo
11,visita | medicao | dom,16,public.ta_medicao
11,visita | medicao | dom,16,public.tb_cds_visita_dom_desfecho
11,visita | medicao | dom,16,public.tb_cds_visita_dom_motivo
11,visita | medicao | dom,16,public.tb_cds_visita_domiciliar
11,visita | medicao | dom,16,public.tb_config_atencao_domiciliar
11,visita | medicao | dom,16,public.tb_dim_desfecho_visita
11,visita | medicao | dom,16,public.tb_fat_rel_op_crianca
11,visita | medicao | dom,16,public.tb_fat_rel_op_risco_cardio
11,visita | medicao | dom,16,public.tb_fat_visita_domiciliar
11,visita | medicao | dom,16,public.tb_medicao
11,visita | medicao | dom,16,public.tb_visita_domiciliar_acs
11,visita | medicao | dom,16,public.tl_cds_visita_domiciliar
11,visita | medicao | dom,16,public.tl_config_atencao_domiciliar
11,visita | medicao | dom,16,public.tl_medicao
11,visita | medicao | dom,16,public.tl_rl_cds_visita_dom_motivo
12,proced | competencia | cbo,17,public.rl_proced_atributo_complem
12,proced | competencia | cbo,17,public.rl_proced_cbo
12,proced | competencia | cbo,17,public.rl_proced_cid10
12,proced | competencia | cbo,17,public.rl_proced_tipo_registro
12,proced | competencia | cbo,17,public.ta_antecedente
12,proced | competencia | cbo,17,public.ta_cbo_atend
12,proced | competencia | cbo,17,public.tb_antecedente
12,proced | competencia | cbo,17,public.tb_atributo_complem
12,proced | competencia | cbo,17,public.tb_cbo
12,proced | competencia | cbo,17,public.tb_cbo_atend
12,proced | competencia | cbo,17,public.tb_dado_recebido_competencia
12,proced | competencia | cbo,17,public.tb_proced
12,proced | competencia | cbo,17,public.tb_proced_forma_organizacional
12,proced | competencia | cbo,17,public.tb_proced_grupo
12,proced | competencia | cbo,17,public.tb_proced_subgrupo
12,proced | competencia | cbo,17,public.tb_tipo_registro
12,proced | competencia | cbo,17,public.tl_antecedente
13,odonto | atend | encam,21,public.rl_atend_prof_odonto_tipo_encm
13,odonto | atend | encam,21,public.rl_atend_prof_odonto_tipo_frnc
13,odonto | atend | encam,21,public.rl_cds_atend_odonto_tipo_cnslt
13,odonto | atend | encam,21,public.rl_cds_atend_odonto_tipo_encam
13,odonto | atend | encam,21,public.rl_cds_atend_odonto_tipo_fornc
13,odonto | atend | encam,21,public.rl_cds_ficha_atend_odonto_prof
13,odonto | atend | encam,21,public.rl_tipo_encam_odonto_procd_aut
13,odonto | atend | encam,21,public.ta_atend_prof_odonto
13,odonto | atend | encam,21,public.ta_atend_prof_odonto_tipo_encm
13,odonto | atend | encam,21,public.ta_atend_prof_odonto_tipo_frnc
13,odonto | atend | encam,21,public.tb_atend_prof_odonto
13,odonto | atend | encam,21,public.tb_tipo_consulta_odonto
13,odonto | atend | encam,21,public.tb_tipo_encam_odonto
13,odonto | atend | encam,21,public.tb_tipo_fornec_odonto
13,odonto | atend | encam,21,public.tl_atend_prof_odonto
13,odonto | atend | encam,21,public.tl_atend_prof_odonto_tipo_encm
13,odonto | atend | encam,21,public.tl_atend_prof_odonto_tipo_frnc
13,odonto | atend | encam,21,public.tl_cds_atend_odonto_tipo_cnslt
13,odonto | atend | encam,21,public.tl_cds_atend_odonto_tipo_encam
13,odonto | atend | encam,21,public.tl_cds_atend_odonto_tipo_fornc
13,odonto | atend | encam,21,public.tl_cds_ficha_atend_odonto_prof
14,obs | atend | prof,8,public.rl_atend_obs_responsavel
14,obs | atend | prof,8,public.ta_atend_obs
14,obs | atend | prof,8,public.ta_atend_obs_plano_cuidado
14,obs | atend | prof,8,public.ta_atend_obs_responsavel
14,obs | atend | prof,8,public.ta_atend_prof_obs
14,obs | atend | prof,8,public.tb_atend_obs
14,obs | atend | prof,8,public.tb_atend_obs_plano_cuidado
14,obs | atend | prof,8,public.tb_atend_prof_obs
15,dim | valido | registro,16,public.tb_dim_agrupador_filtro
15,dim | valido | registro,16,public.tb_dim_aldeia
15,dim | valido | registro,16,public.tb_dim_cbo
15,dim | valido | registro,16,public.tb_dim_ciap
15,dim | valido | registro,16,public.tb_dim_cid
15,dim | valido | registro,16,public.tb_dim_dsei
15,dim | valido | registro,16,public.tb_dim_equipe
15,dim | valido | registro,16,public.tb_dim_especialidade
15,dim | valido | registro,16,public.tb_dim_inep
15,dim | valido | registro,16,public.tb_dim_municipio
15,dim | valido | registro,16,public.tb_dim_pais
15,dim | valido | registro,16,public.tb_dim_polo_base
15,dim | valido | registro,16,public.tb_dim_procedimento
15,dim | valido | registro,16,public.tb_dim_profissional
15,dim | valido | registro,16,public.tb_dim_tempo
15,dim | valido | registro,16,public.tb_dim_unidade_saude
16,ciap | co | nota,22,public.rl_antecedente_ciap
16,ciap | co | nota,22,public.rl_cds_atend_individual_ciap
16,ciap | co | nota,22,public.rl_ciap_cid10
16,ciap | co | nota,22,public.rl_evolucao_avaliacao_ciap_cid
16,ciap | co | nota,22,public.rl_evolucao_plano_ciap
16,ciap | co | nota,22,public.rl_evolucao_subjetivo_ciap
16,ciap | co | nota,22,public.rl_grupo_condicao_ciap_cid
16,ciap | co | nota,22,public.ta_antecedente_ciap
16,ciap | co | nota,22,public.ta_evolucao_avaliacao_ciap_cid
16,ciap | co | nota,22,public.ta_evolucao_plano_ciap
16,ciap | co | nota,22,public.ta_evolucao_subjetivo_ciap
16,ciap | co | nota,22,public.tb_ciap
16,ciap | co | nota,22,public.tb_ciap_capitulo
16,ciap | co | nota,22,public.tb_ciap_componente
16,ciap | co | nota,22,public.tb_ciap_dab
16,ciap | co | nota,22,public.tb_ciap_ms
16,ciap | co | nota,22,public.tb_tipo_ciap
16,ciap | co | nota,22,public.tl_antecedente_ciap
16,ciap | co | nota,22,public.tl_cds_atend_individual_ciap
16,ciap | co | nota,22,public.tl_evolucao_avaliacao_ciap_cid
16,ciap | co | nota,22,public.tl_evolucao_plano_ciap
16,ciap | co | nota,22,public.tl_evolucao_subjetivo_ciap
17,problema | situacao | evolucao,8,public.ta_problema
17,problema | situacao | evolucao,8,public.ta_problema_evolucao
17,problema | situacao | evolucao,8,public.tb_dim_situacao_problema
17,problema | situacao | evolucao,8,public.tb_problema
17,problema | situacao | evolucao,8,public.tb_problema_evolucao
17,problema | situacao | evolucao,8,public.tb_situacao_problema
17,problema | situacao | evolucao,8,public.tl_problema
17,problema | situacao | evolucao,8,public.tl_problema_evolucao
18,pergunta | qst | resposta,25,public.rl_qst_associacao_opcao_pergnt
18,pergunta | qst | resposta,25,public.rl_qst_resposta_opcao_pergunta
18,pergunta | qst | resposta,25,public.ta_ivcf_aplicacao
18,pergunta | qst | resposta,25,public.tb_cds_cidadao_resposta
18,pergunta | qst | resposta,25,public.tb_cds_domicilio_resposta
18,pergunta | qst | resposta,25,public.tb_contexto_pergunta
18,pergunta | qst | resposta,25,public.tb_ivcf_aplicacao
18,pergunta | qst | resposta,25,public.tb_ivcf_perguntas
18,pergunta | qst | resposta,25,public.tb_mchat_aplicacao
18,pergunta | qst | resposta,25,public.tb_mchat_pergunta
18,pergunta | qst | resposta,25,public.tb_pergunta
18,pergunta | qst | resposta,25,public.tb_pergunta_detalhe
18,pergunta | qst | resposta,25,public.tb_qst_associacao_pergunta
18,pergunta | qst | resposta,25,public.tb_qst_opcao_pergunta
18,pergunta | qst | resposta,25,public.tb_qst_opcao_tipo_pergunta
18,pergunta | qst | resposta,25,public.tb_qst_pergunta
18,pergunta | qst | resposta,25,public.tb_qst_questionario_pergunta
18,pergunta | qst | resposta,25,public.tb_qst_resposta
18,pergunta | qst | resposta,25,public.tb_qst_tipo_resposta
18,pergunta | qst | resposta,25,public.tb_tipo_pergunta
18,pergunta | qst | resposta,25,public.tl_cds_cidadao_resposta
18,pergunta | qst | resposta,25,public.tl_cds_domicilio_resposta
18,pergunta | qst | resposta,25,public.tl_qst_opcao_pergunta
18,pergunta | qst | resposta,25,public.tl_qst_resposta
18,pergunta | qst | resposta,25,public.tl_qst_resposta_opcao_pergunta
19,marco | neuro | detalhe,7,public.ta_neuro_marco
19,marco | neuro | detalhe,7,public.ta_neuro_marco_evolucao
19,marco | neuro | detalhe,7,public.tb_neuro_marco
19,marco | neuro | detalhe,7,public.tb_neuro_marco_detalhe
19,marco | neuro | detalhe,7,public.tb_neuro_marco_evolucao
19,marco | neuro | detalhe,7,public.tl_neuro_marco
19,marco | neuro | detalhe,7,public.tl_neuro_marco_evolucao
20,servico | tipo | tp,9,public.rl_atend_tipo_servico
20,servico | tipo | tp,9,public.rl_tipo_servico_padrao
20,servico | tipo | tp,9,public.rl_unidade_saude_tipo_servico
20,servico | tipo | tp,9,public.ta_atend_tipo_servico
20,servico | tipo | tp,9,public.ta_tipo_servico
20,servico | tipo | tp,9,public.ta_unidade_saude_tipo_servico
20,servico | tipo | tp,9,public.tb_tipo_servico
20,servico | tipo | tp,9,public.tl_atend_tipo_servico
20,servico | tipo | tp,9,public.tl_unidade_saude_tipo_servico
21,principio | farmaceutica | forma,9,public.ta_medicamento
21,principio | farmaceutica | forma,9,public.ta_medicamento_catmat
21,principio | farmaceutica | forma,9,public.tb_dim_catmat
21,principio | farmaceutica | forma,9,public.tb_dim_forma_farmaceutica
21,principio | farmaceutica | forma,9,public.tb_forma_farmaceutica
21,principio | farmaceutica | forma,9,public.tb_medicamento
21,principio | farmaceutica | forma,9,public.tb_medicamento_catmat
21,principio | farmaceutica | forma,9,public.tb_principio_ativo
21,principio | farmaceutica | forma,9,public.tl_medicamento
22,recurso | perfil | no,11,public.rl_perfil_cbo_padrao
22,recurso | perfil | no,11,public.rl_recurso_acao
22,recurso | perfil | no,11,public.ta_perfil
22,recurso | perfil | no,11,public.ta_perfil_recurso
22,recurso | perfil | no,11,public.tb_perfil
22,recurso | perfil | no,11,public.tb_perfil_recurso
22,recurso | perfil | no,11,public.tb_recurso
22,recurso | perfil | no,11,public.tb_recurso_credencial_integ
22,recurso | perfil | no,11,public.tl_acesso
22,recurso | perfil | no,11,public.tl_perfil
22,recurso | perfil | no,11,public.tl_recurso
23,cds | atend | nasf,15,public.rl_cds_atend_individual_condut
23,cds | atend | nasf,15,public.rl_cds_atend_individual_nasf
23,cds | atend | nasf,15,public.tb_cds_atend_domiciliar
23,cds | atend | nasf,15,public.tb_cds_atend_individual
23,cds | atend | nasf,15,public.tb_cds_atend_odonto
23,cds | atend | nasf,15,public.tb_cds_proced
23,cds | atend | nasf,15,public.tb_cds_tipo_atend_nasf
23,cds | atend | nasf,15,public.tb_cds_turno
23,cds | atend | nasf,15,public.tb_local_atend
23,cds | atend | nasf,15,public.tl_cds_atend_domiciliar
23,cds | atend | nasf,15,public.tl_cds_atend_individual
23,cds | atend | nasf,15,public.tl_cds_atend_individual_condut
23,cds | atend | nasf,15,public.tl_cds_atend_individual_nasf
23,cds | atend | nasf,15,public.tl_cds_atend_odonto
23,cds | atend | nasf,15,public.tl_cds_proced
24,alvo | col | ativ,11,public.rl_ativ_col_lot_env
24,alvo | col | ativ,11,public.rl_ativ_col_publico_alvo
24,alvo | col | ativ,11,public.rl_cds_ficha_ativ_col_pub_alvo
24,alvo | col | ativ,11,public.ta_ativ_col_lot_env
24,alvo | col | ativ,11,public.ta_ativ_col_publico_alvo
24,alvo | col | ativ,11,public.ta_ativ_col_registro_particip
24,alvo | col | ativ,11,public.tb_ativ_col_registro_particip
24,alvo | col | ativ,11,public.tb_cds_ativ_col_publico_alvo
24,alvo | col | ativ,11,public.tb_grupo_alvo_vacinacao
24,alvo | col | ativ,11,public.tb_publico_alvo
24,alvo | col | ativ,11,public.tl_cds_ficha_ativ_col_pub_alvo
25,vacinacao | faixa | estrategia,9,public.rl_calendario_vacnl_grupo_alvo
25,vacinacao | faixa | estrategia,9,public.tb_calendario_vacinal
25,vacinacao | faixa | estrategia,9,public.tb_dim_estrategia_vacinacao
25,vacinacao | faixa | estrategia,9,public.tb_dim_faixa_etaria
25,vacinacao | faixa | estrategia,9,public.tb_estrategia_vacinacao
25,vacinacao | faixa | estrategia,9,public.tb_faixa_etaria_vacinacao
25,vacinacao | faixa | estrategia,9,public.tb_neuro_faixa_etaria
25,vacinacao | faixa | estrategia,9,public.tb_regra_vacinal_dose
25,vacinacao | faixa | estrategia,9,public.tb_regra_vacinal_estrategia
26,parte | bucal | odonto,15,public.rl_evolucao_odonto_parte_bucal
26,parte | bucal | odonto,15,public.ta_evolucao_odonto
26,parte | bucal | odonto,15,public.ta_evolucao_odonto_parte_bucal
26,parte | bucal | odonto,15,public.ta_tecido_mole
26,parte | bucal | odonto,15,public.tb_arcada
26,parte | bucal | odonto,15,public.tb_dente
26,parte | bucal | odonto,15,public.tb_evolucao_odonto
26,parte | bucal | odonto,15,public.tb_parte_bucal
26,parte | bucal | odonto,15,public.tb_parte_bucal_cid10
26,parte | bucal | odonto,15,public.tb_parte_bucal_proced
