LLM_Model,Tabela,Variante_A,Variante_B,Comparacao,Runs_Comparados,HardDice_mean,SoftDice_mean,TokensIn_A_mean,TokensIn_B_mean,Delta_TokensIn,RQ
DEEPSEEK,nhanes_laboratory.ssuvcm_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.38819928963979083,64762.0,29433.0,35329.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.uio_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.6666666666666666,0.912450393040975,64762.0,29433.0,35329.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.vic_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.5308101971944174,64762.0,29433.0,35329.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.vid_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,1.0,0.999999483426412,64762.0,29433.0,35329.0,P1_isolated_effects
DEEPSEEK,nhanes_questionnaire.alq_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,1.0,0.9999991456667582,64762.0,29433.0,35329.0,P1_isolated_effects
DEEPSEEK,nhanes_questionnaire.dpq_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.6666666666666666,0.9124553203582764,64762.0,29433.0,35329.0,P1_isolated_effects
DEEPSEEK,nhanes_questionnaire.hsq_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.3333333333333333,0.8862020373344421,64762.0,29433.0,35329.0,P1_isolated_effects
DEEPSEEK,nhanes_questionnaire.puqmec_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.3333333333333333,0.3333331346511841,64762.0,29433.0,35329.0,P1_isolated_effects
DEEPSEEK,nhanes_questionnaire.smqshs_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.6666666666666666,0.9596959948539734,64762.0,29433.0,35329.0,P1_isolated_effects
DEEPSEEK,nhanes_questionnaire.whq_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.6666666666666666,0.6666662295659384,64762.0,29433.0,35329.0,P1_isolated_effects
DEEPSEEK,nhanes_demographics.demo_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.5853866338729858,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_dietary.ds1tot_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.6666666666666666,0.8851188023885092,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_dietary.ds2ids_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.7434117595354716,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_dietary.ds2tot_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,1.0,0.9999993642171224,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_dietary.dsqids_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.7576682964960734,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_dietary.dsqtot_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.6666666666666666,0.8851188023885092,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_examination.bmx_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.712655782699585,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_examination.bpx_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,1.0,0.9999993840853373,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_examination.bpxo_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.7386559645334879,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.cbc_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.8277637561162313,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.fastqx_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,1.0,0.9999991059303284,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.ghb_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.6296055118242899,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.hepa_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.6666666666666666,0.6666663289070129,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.ins_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.5866898695627848,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.phthte_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.4735599160194397,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.ssuvcm_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.3889810045560201,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.uio_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.6666666666666666,0.8370599150657654,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.vic_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.5308101971944174,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.vid_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,1.0,0.999999483426412,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_questionnaire.alq_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.6666666666666666,0.9087925354639689,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_questionnaire.dpq_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.6666666666666666,0.9124553203582764,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_questionnaire.hsq_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.6666666666666666,0.988224446773529,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_questionnaire.puqmec_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.18309040864308676,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_questionnaire.smqshs_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.6666666666666666,0.6666660308837891,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_questionnaire.whq_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.3333331346511841,65391.0,29433.0,35958.0,P1_isolated_effects
DEEPSEEK,nhanes_demographics.demo_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.5853866338729858,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_dietary.ds1tot_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.8851188023885092,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_dietary.ds2ids_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.7688384652137756,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_dietary.ds2tot_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,1.0,0.9999993642171224,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_dietary.dsqids_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.8724404772122701,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_dietary.dsqtot_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,1.0,0.9999994039535522,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_examination.bmx_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.6666661898295084,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_examination.bpx_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.6666662494341532,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_examination.bpxo_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.0,0.4884074330329895,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.cbc_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.8159179290135702,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.fastqx_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.524099588394165,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.ghb_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.6296055118242899,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.hepa_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.961260199546814,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.ins_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.33333293596903485,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.phthte_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.0,0.46442514657974243,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.ssuvcm_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.8706375360488892,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.uio_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.8370599150657654,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.vic_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.0,0.8380129933357239,47022.0,29433.0,17589.0,P1_isolated_effects
DEEPSEEK,nhanes_laboratory.vid_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.0,0.6797746022542318,47022.0,29433.0,17589.0,P1_isolated_effects
